,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,group
ENSG00000140009.14,1659.53,0.3376114,0.1833924,1.840924,0.06563274,0.2840101,NA
ENSG00000254856.1,1.360414,-0.2311772,0.5831854,-0.3964043,0.6918068,NA,NA
ENSG00000178913.5,39849.37,-0.09570503,0.07841079,-1.220559,0.2222529,0.5375526,NA
ENSG00000214925.3,0.8314636,-0.5196208,0.5365617,-0.9684269,0.3328312,NA,NA
ENSG00000259006.1,382.0408,-0.3464859,0.14153,-2.448144,0.01435943,0.1198706,NA
ENSG00000250918.2,0.4209171,-0.1349256,1.399246,-0.09642742,0.9231811,NA,NA
ENSG00000242326.1,0.01633055,-0.0845915,3.287633,-0.02573022,0.9794725,NA,NA
ENSG00000159921.10,8050.151,-0.1993364,0.0825279,-2.415382,0.01571873,0.1266287,NA
ENSG00000226180.2,53.02762,-0.4560157,0.1358867,-3.355854,0.0007912041,0.02155412,NA
ENSG00000259424.1,0.2713224,-0.570911,1.495896,-0.3816514,0.7027199,NA,NA
ENSG00000237118.2,11.57663,0.1081587,0.250561,0.4316661,0.6659841,0.8699232,NA
ENSG00000248905.4,485.3085,2.155926,0.4100945,5.257145,1.463087e-07,3.949897e-05,UP
ENSG00000113595.10,4629.684,-0.1541541,0.08171152,-1.886565,0.05921891,0.2682877,NA
ENSG00000171448.8,7627.196,-0.03608343,0.08655981,-0.4168612,0.6767799,0.8738355,NA
ENSG00000207484.1,0.02870889,-0.02801584,3.287633,-0.008521583,0.9932008,NA,NA
ENSG00000080298.11,15136.43,0.02315823,0.09254179,0.2502462,0.802397,0.9298428,NA
ENSG00000186207.4,0.09273142,-0.5952937,2.539251,-0.2344367,0.814646,NA,NA
ENSG00000226157.1,0.02344181,-0.4530954,3.287633,-0.1378181,0.8903842,NA,NA
ENSG00000008300.10,7915.23,0.05356833,0.2052254,0.261022,0.7940756,0.9261783,NA
ENSG00000189269.8,35.91272,0.06519641,0.4266994,0.1527924,0.878562,0.9591774,NA
ENSG00000270210.1,0.6996647,-1.130387,0.9189905,-1.230031,0.2186855,NA,NA
ENSG00000227633.1,0.01210059,-0.2971313,3.287633,-0.09037848,0.9279865,NA,NA
ENSG00000172482.4,0.1963994,0.825009,3.287566,0.2509483,0.8018541,NA,NA
ENSG00000150594.5,4.730699,1.176279,0.5289377,2.223851,0.02615846,0.1697596,NA
ENSG00000265095.1,0.3670803,0.2575218,1.013819,0.2540116,0.7994866,NA,NA
ENSG00000122756.10,0,0,0,0,1,NA,NA
ENSG00000173530.5,933.8675,-0.3446895,0.1284348,-2.683771,0.007279696,0.07989022,NA
ENSG00000227298.1,0.1135949,-0.9168679,2.507622,-0.3656324,0.7146394,NA,NA
ENSG00000180636.7,0.02312372,-0.02801584,3.287633,-0.008521583,0.9932008,NA,NA
ENSG00000261575.2,24.22475,0.4384277,0.2742755,1.598494,0.1099331,0.3807394,NA
ENSG00000185787.10,43105.18,-0.02666854,0.07834567,-0.3403959,0.7335584,0.8984067,NA
